payment_id,payment_datetime,method,order_datetime,type,order_id,table_id,menu_item_id,menu_item_name,Menu_Category,menu_category_id,price,Items_Sold,Revenue,recipe_id,recipe_name,inventory_used,total,table_status
P01100,19/05/2025,Cash,19/05/2025,Dine-in,O01100,T10,M020,Menu Item M020,Dessert,1,5.16,4,20.63,R005,Recipe R005,Beef - 250g; Rice - 150g; Cheese - 50g,20.63,reserved
P01101,19/05/2025,Online,19/05/2025,Delivery,O01101,T39,M001,Menu Item M001,Appetizer,2,5.36,1,5.36,R006,Recipe R006,Salt - 5g; Beef - 250g,5.36,available
P01102,19/05/2025,Cash,19/05/2025,Dine-in,O01102,T10,M002,Menu Item M002,Main Course,3,17.83,4,71.32,R007,Recipe R007,Chicken - 200g,71.32,reserved
P01103,19/05/2025,Credit Card,19/05/2025,Takeout,O01103,T87,M003,Menu Item M003,Beverage,4,4.78,2,9.56,R008,Recipe R008,Cheese - 50g; Beef - 250g,9.56,dirty
P01104,19/05/2025,Credit Card,19/05/2025,Takeout,O01104,T56,M004,Menu Item M004,Dessert,1,6.67,4,26.69,R009,Recipe R009,Butter - 20g,26.69,available
P01105,19/05/2025,Cash,19/05/2025,Dine-in,O01105,T10,M005,Menu Item M005,Beverage,4,5.78,3,17.35,R010,Recipe R010,Beef - 250g,17.35,dirty
P01106,19/05/2025,Online,19/05/2025,Delivery,O01106,T44,M006,Menu Item M006,Dessert,1,5.88,2,11.75,R011,Recipe R011,Cheese - 50g,11.75,reserved
P01107,19/05/2025,Online,19/05/2025,Delivery,O01107,T98,M007,Menu Item M007,Dessert,1,9.05,1,9.05,R012,Recipe R012,Flour - 100g; Sugar - 10g; Salt - 5g,9.05,reserved
P01108,19/05/2025,Cash,19/05/2025,Dine-in,O01108,T10,M008,Menu Item M008,Beverage,4,2.68,4,10.7,R013,Recipe R013,Flour - 100g; Lettuce - 30g; Milk - 200ml,10.7,reserved
P01109,19/05/2025,Cash,19/05/2025,Dine-in,O01109,T10,M009,Menu Item M009,Main Course,3,23.67,4,94.67,R014,Recipe R014,Flour - 100g; Milk - 200ml,94.67,dirty
P01110,19/05/2025,Online,19/05/2025,Delivery,O01110,T84,M010,Menu Item M010,Dessert,1,3.91,4,15.65,R015,Recipe R015,Milk - 200ml; Flour - 100g,15.65,dirty
P01111,19/05/2025,Online,19/05/2025,Delivery,O01111,T84,M011,Menu Item M011,Appetizer,2,5.63,3,16.9,R001,Recipe R001,Rice - 150g; Sugar - 10g; Flour - 100g,16.9,dirty
P01112,19/05/2025,Cash,19/05/2025,Dine-in,O01112,T10,M012,Menu Item M012,Main Course,3,31.38,2,62.77,R002,Recipe R002,Beef - 250g; Salt - 5g; Milk - 200ml,62.77,dirty
P01113,19/05/2025,Cash,19/05/2025,Dine-in,O01113,T10,M013,Menu Item M013,Appetizer,2,5.16,1,5.16,R003,Recipe R003,Eggs - 2pcs; Salt - 5g; Butter - 20g,5.16,reserved
P01114,19/05/2025,Cash,19/05/2025,Dine-in,O01114,T10,M014,Menu Item M014,Dessert,1,8.62,2,17.24,R004,Recipe R004,Sugar - 10g; Beef - 250g; Rice - 150g,17.24,reserved
P01115,19/05/2025,Online,19/05/2025,Delivery,O01115,T65,M015,Menu Item M015,Dessert,1,5.06,1,5.06,R005,Recipe R005,Butter - 20g,5.06,available
P01116,19/05/2025,Online,19/05/2025,Delivery,O01116,T68,M016,Menu Item M016,Beverage,4,6.65,3,19.95,R006,Recipe R006,Sugar - 10g; Salt - 5g; Tomato - 100g,19.95,available
P01117,19/05/2025,Credit Card,19/05/2025,Takeout,O01117,T17,M017,Menu Item M017,Beverage,4,5.54,4,22.18,R007,Recipe R007,Flour - 100g; Eggs - 2pcs,22.18,dirty
P01118,19/05/2025,Online,19/05/2025,Delivery,O01118,T70,M018,Menu Item M018,Dessert,1,6.06,3,18.19,R008,Recipe R008,Sugar - 10g; Flour - 100g,18.19,reserved
P01119,19/05/2025,Cash,19/05/2025,Dine-in,O01119,T10,M019,Menu Item M019,Appetizer,2,5.76,3,17.27,R009,Recipe R009,Sugar - 10g; Rice - 150g; Tomato - 100g,17.27,reserved
P01120,19/05/2025,Cash,19/05/2025,Dine-in,O01120,T10,M020,Menu Item M020,Main Course,3,39.04,4,156.15,R010,Recipe R010,Cheese - 50g; Sugar - 10g; Flour - 100g,156.15,reserved
P01121,19/05/2025,Cash,19/05/2025,Dine-in,O01121,T10,M001,Menu Item M001,Appetizer,2,8.44,2,16.89,R011,Recipe R011,Salt - 5g,16.89,available
P01122,19/05/2025,Cash,19/05/2025,Dine-in,O01122,T10,M002,Menu Item M002,Dessert,1,3.79,4,15.17,R012,Recipe R012,Sugar - 10g,15.17,available
P01123,19/05/2025,Online,19/05/2025,Delivery,O01123,T10,M003,Menu Item M003,Appetizer,2,14.94,2,29.89,R013,Recipe R013,Milk - 200ml; Cheese - 50g; Lettuce - 30g,29.89,reserved
P01124,19/05/2025,Credit Card,19/05/2025,Takeout,O01124,T32,M004,Menu Item M004,Appetizer,2,10.58,2,21.16,R014,Recipe R014,Butter - 20g; Cheese - 50g,21.16,reserved
P01125,19/05/2025,Credit Card,19/05/2025,Takeout,O01125,T57,M005,Menu Item M005,Appetizer,2,10.72,2,21.45,R015,Recipe R015,Sugar - 10g; Cheese - 50g,21.45,reserved
P01126,19/05/2025,Cash,19/05/2025,Dine-in,O01126,T10,M006,Menu Item M006,Main Course,3,34.82,1,34.82,R001,Recipe R001,Beef - 250g,34.82,available
P01127,19/05/2025,Cash,19/05/2025,Dine-in,O01127,T10,M007,Menu Item M007,Dessert,1,9.09,4,36.36,R002,Recipe R002,Cheese - 50g,36.36,reserved
P01128,19/05/2025,Cash,19/05/2025,Dine-in,O01128,T10,M008,Menu Item M008,Beverage,4,6.95,3,20.84,R003,Recipe R003,Sugar - 10g; Cheese - 50g,20.84,reserved
P01129,19/05/2025,Cash,19/05/2025,Dine-in,O01129,T10,M009,Menu Item M009,Main Course,3,27.58,1,27.58,R004,Recipe R004,Tomato - 100g; Butter - 20g,27.58,dirty
P01130,19/05/2025,Online,19/05/2025,Delivery,O01130,T98,M010,Menu Item M010,Appetizer,2,13.05,2,26.1,R005,Recipe R005,Flour - 100g; Eggs - 2pcs; Lettuce - 30g,26.1,dirty
P01131,19/05/2025,Cash,19/05/2025,Dine-in,O01131,T10,M011,Menu Item M011,Appetizer,2,8.17,1,8.17,R006,Recipe R006,Butter - 20g,8.17,available
P01132,19/05/2025,Cash,19/05/2025,Dine-in,O01132,T10,M012,Menu Item M012,Dessert,1,3.77,1,3.77,R007,Recipe R007,Rice - 150g; Butter - 20g; Sugar - 10g,3.77,reserved
P01133,19/05/2025,Credit Card,19/05/2025,Takeout,O01133,T97,M013,Menu Item M013,Dessert,1,5.98,4,23.94,R008,Recipe R008,Salt - 5g,23.94,reserved
P01134,19/05/2025,Cash,19/05/2025,Dine-in,O01134,T10,M014,Menu Item M014,Appetizer,2,5.52,2,11.04,R009,Recipe R009,Cheese - 50g,11.04,dirty
P01135,19/05/2025,Cash,19/05/2025,Dine-in,O01135,T10,M015,Menu Item M015,Beverage,4,4.41,4,17.64,R010,Recipe R010,Cheese - 50g; Sugar - 10g,17.64,available
P01136,19/05/2025,Credit Card,19/05/2025,Takeout,O01136,T78,M016,Menu Item M016,Dessert,1,8.68,2,17.36,R011,Recipe R011,Milk - 200ml; Salt - 5g,17.36,dirty
P01137,19/05/2025,Cash,19/05/2025,Dine-in,O01137,T10,M017,Menu Item M017,Beverage,4,4.56,1,4.56,R012,Recipe R012,Butter - 20g,4.56,dirty
P01138,19/05/2025,Online,19/05/2025,Delivery,O01138,T85,M018,Menu Item M018,Main Course,3,24.17,1,24.17,R013,Recipe R013,Sugar - 10g,24.17,dirty
P01139,19/05/2025,Online,19/05/2025,Delivery,O01139,T91,M019,Menu Item M019,Appetizer,2,6.67,2,13.34,R014,Recipe R014,Tomato - 100g; Cheese - 50g,13.34,dirty
P01140,19/05/2025,Cash,19/05/2025,Dine-in,O01140,T10,M020,Menu Item M020,Main Course,3,29.98,3,89.93,R015,Recipe R015,Lettuce - 30g; Flour - 100g; Tomato - 100g,89.93,reserved
P01141,19/05/2025,Online,19/05/2025,Delivery,O01141,T64,M001,Menu Item M001,Appetizer,2,12.81,3,38.44,R001,Recipe R001,Cheese - 50g; Butter - 20g,38.44,reserved
P01142,19/05/2025,Cash,19/05/2025,Dine-in,O01142,T10,M002,Menu Item M002,Beverage,4,6.79,3,20.37,R002,Recipe R002,Rice - 150g,20.37,dirty
P01143,19/05/2025,Cash,19/05/2025,Dine-in,O01143,T10,M003,Menu Item M003,Appetizer,2,8.03,4,32.13,R003,Recipe R003,Chicken - 200g; Eggs - 2pcs,32.13,available
P01144,19/05/2025,Online,19/05/2025,Delivery,O01144,T56,M004,Menu Item M004,Dessert,1,5.38,1,5.38,R004,Recipe R004,Milk - 200ml; Lettuce - 30g,5.38,available
P01145,19/05/2025,Credit Card,19/05/2025,Takeout,O01145,T87,M005,Menu Item M005,Main Course,3,34.22,2,68.44,R005,Recipe R005,Sugar - 10g; Chicken - 200g; Rice - 150g,68.44,available
P01146,19/05/2025,Cash,19/05/2025,Dine-in,O01146,T10,M006,Menu Item M006,Dessert,1,9.52,4,38.09,R006,Recipe R006,Tomato - 100g; Cheese - 50g,38.09,available
P01147,19/05/2025,Cash,19/05/2025,Dine-in,O01147,T10,M007,Menu Item M007,Beverage,4,6.65,3,19.95,R007,Recipe R007,Salt - 5g; Tomato - 100g,19.95,dirty
P01148,19/05/2025,Cash,19/05/2025,Dine-in,O01148,T10,M008,Menu Item M008,Main Course,3,35.17,1,35.17,R008,Recipe R008,Milk - 200ml,35.17,reserved
P01149,19/05/2025,Credit Card,19/05/2025,Takeout,O01149,T85,M009,Menu Item M009,Dessert,1,7.5,1,7.5,R009,Recipe R009,Butter - 20g; Lettuce - 30g,7.5,available
P01150,19/05/2025,Cash,19/05/2025,Dine-in,O01150,T10,M010,Menu Item M010,Appetizer,2,13.02,4,52.08,R010,Recipe R010,Sugar - 10g; Lettuce - 30g; Butter - 20g,52.08,dirty
P01151,19/05/2025,Online,19/05/2025,Delivery,O01151,T09,M011,Menu Item M011,Dessert,1,4.21,4,16.84,R011,Recipe R011,Sugar - 10g,16.84,available
P01152,19/05/2025,Online,19/05/2025,Delivery,O01152,T50,M012,Menu Item M012,Beverage,4,3.05,2,6.1,R012,Recipe R012,Flour - 100g; Sugar - 10g; Salt - 5g,6.1,available
P01153,19/05/2025,Credit Card,19/05/2025,Takeout,O01153,T91,M013,Menu Item M013,Beverage,4,5.49,3,16.47,R013,Recipe R013,Tomato - 100g,16.47,dirty
P01154,19/05/2025,Credit Card,19/05/2025,Takeout,O01154,T52,M014,Menu Item M014,Main Course,3,25.68,2,51.36,R014,Recipe R014,Milk - 200ml,51.36,reserved
P01155,19/05/2025,Credit Card,19/05/2025,Takeout,O01155,T37,M015,Menu Item M015,Main Course,3,27.45,4,109.79,R015,Recipe R015,Salt - 5g,109.79,reserved
P01156,19/05/2025,Online,19/05/2025,Delivery,O01156,T26,M016,Menu Item M016,Appetizer,2,5.47,4,21.88,R001,Recipe R001,Beef - 250g; Lettuce - 30g; Rice - 150g,21.88,dirty
P01157,19/05/2025,Cash,19/05/2025,Dine-in,O01157,T10,M017,Menu Item M017,Dessert,1,6.32,3,18.95,R002,Recipe R002,Flour - 100g,18.95,reserved
P01158,19/05/2025,Cash,19/05/2025,Dine-in,O01158,T10,M018,Menu Item M018,Beverage,4,5.51,4,22.05,R003,Recipe R003,Beef - 250g; Cheese - 50g; Salt - 5g,22.05,dirty
P01159,19/05/2025,Online,19/05/2025,Delivery,O01159,T63,M019,Menu Item M019,Dessert,1,7.5,2,14.99,R004,Recipe R004,Lettuce - 30g,14.99,dirty
P01160,19/05/2025,Cash,19/05/2025,Dine-in,O01160,T10,M020,Menu Item M020,Main Course,3,31.51,2,63.02,R005,Recipe R005,Chicken - 200g; Sugar - 10g; Tomato - 100g,63.02,dirty
P01161,19/05/2025,Credit Card,19/05/2025,Takeout,O01161,T81,M001,Menu Item M001,Main Course,3,28.66,2,57.33,R006,Recipe R006,Cheese - 50g,57.33,reserved
P01162,19/05/2025,Online,19/05/2025,Delivery,O01162,T54,M002,Menu Item M002,Main Course,3,19.85,4,79.41,R007,Recipe R007,Tomato - 100g; Lettuce - 30g,79.41,dirty
P01163,19/05/2025,Online,19/05/2025,Delivery,O01163,T10,M003,Menu Item M003,Main Course,3,25.74,1,25.74,R008,Recipe R008,Cheese - 50g; Butter - 20g; Lettuce - 30g,25.74,available
P01164,19/05/2025,Cash,19/05/2025,Dine-in,O01164,T10,M004,Menu Item M004,Beverage,4,6.64,1,6.64,R009,Recipe R009,Milk - 200ml,6.64,reserved
P01165,19/05/2025,Credit Card,19/05/2025,Takeout,O01165,T56,M005,Menu Item M005,Appetizer,2,14.12,2,28.23,R010,Recipe R010,Lettuce - 30g,28.23,reserved
P01166,19/05/2025,Cash,19/05/2025,Dine-in,O01166,T10,M006,Menu Item M006,Appetizer,2,12.67,1,12.67,R011,Recipe R011,Cheese - 50g,12.67,reserved
P01167,19/05/2025,Cash,19/05/2025,Dine-in,O01167,T10,M007,Menu Item M007,Beverage,4,3.4,2,6.8,R012,Recipe R012,Milk - 200ml; Butter - 20g,6.8,reserved
P01168,19/05/2025,Cash,19/05/2025,Dine-in,O01168,T10,M008,Menu Item M008,Dessert,1,3.55,3,10.65,R013,Recipe R013,Butter - 20g,10.65,available
P01169,19/05/2025,Online,19/05/2025,Delivery,O01169,T74,M009,Menu Item M009,Main Course,3,38.99,4,155.96,R014,Recipe R014,Chicken - 200g; Sugar - 10g,155.96,reserved
P01170,19/05/2025,Credit Card,19/05/2025,Takeout,O01170,T90,M010,Menu Item M010,Dessert,1,4.07,4,16.26,R015,Recipe R015,Beef - 250g; Milk - 200ml; Butter - 20g,16.26,reserved
P01171,19/05/2025,Cash,19/05/2025,Dine-in,O01171,T10,M011,Menu Item M011,Beverage,4,3.32,2,6.65,R001,Recipe R001,Salt - 5g; Lettuce - 30g; Chicken - 200g,6.65,dirty
P01172,19/05/2025,Credit Card,19/05/2025,Takeout,O01172,T35,M012,Menu Item M012,Appetizer,2,11.64,3,34.91,R002,Recipe R002,Eggs - 2pcs; Butter - 20g; Flour - 100g,34.91,reserved
P01173,19/05/2025,Cash,19/05/2025,Dine-in,O01173,T10,M013,Menu Item M013,Main Course,3,33.24,3,99.71,R003,Recipe R003,Milk - 200ml; Chicken - 200g; Lettuce - 30g,99.71,available
P01174,19/05/2025,Credit Card,19/05/2025,Takeout,O01174,T21,M014,Menu Item M014,Beverage,4,4.45,1,4.45,R004,Recipe R004,Flour - 100g; Lettuce - 30g; Rice - 150g,4.45,available
P01175,19/05/2025,Cash,19/05/2025,Dine-in,O01175,T10,M015,Menu Item M015,Appetizer,2,7.47,2,14.94,R005,Recipe R005,Lettuce - 30g; Rice - 150g; Tomato - 100g,14.94,available
P01176,19/05/2025,Credit Card,19/05/2025,Takeout,O01176,T91,M016,Menu Item M016,Beverage,4,2.17,4,8.69,R006,Recipe R006,Lettuce - 30g,8.69,available
P01177,19/05/2025,Credit Card,19/05/2025,Takeout,O01177,T38,M017,Menu Item M017,Dessert,1,6.02,2,12.05,R007,Recipe R007,Chicken - 200g; Lettuce - 30g,12.05,reserved
P01178,19/05/2025,Cash,19/05/2025,Dine-in,O01178,T10,M018,Menu Item M018,Main Course,3,29.35,1,29.35,R008,Recipe R008,Salt - 5g,29.35,reserved
P01179,19/05/2025,Online,19/05/2025,Delivery,O01179,T76,M019,Menu Item M019,Dessert,1,6.39,4,25.56,R009,Recipe R009,Salt - 5g; Lettuce - 30g; Eggs - 2pcs,25.56,available
P01180,19/05/2025,Cash,19/05/2025,Dine-in,O01180,T10,M020,Menu Item M020,Beverage,4,2.45,3,7.36,R010,Recipe R010,Chicken - 200g; Rice - 150g; Lettuce - 30g,7.36,available
P01181,19/05/2025,Online,19/05/2025,Delivery,O01181,T74,M001,Menu Item M001,Beverage,4,6.18,1,6.18,R011,Recipe R011,Flour - 100g; Sugar - 10g; Tomato - 100g,6.18,reserved
P01182,19/05/2025,Cash,19/05/2025,Dine-in,O01182,T10,M002,Menu Item M002,Main Course,3,15.23,3,45.69,R012,Recipe R012,Salt - 5g; Cheese - 50g,45.69,available
P01183,20/05/2025,Cash,20/05/2025,Dine-in,O01183,T10,M003,Menu Item M003,Dessert,1,6.7,3,20.09,R013,Recipe R013,Sugar - 10g,20.09,dirty
P01184,20/05/2025,Online,20/05/2025,Delivery,O01184,T33,M004,Menu Item M004,Appetizer,2,6.05,3,18.15,R014,Recipe R014,Butter - 20g,18.15,available
P01185,20/05/2025,Cash,20/05/2025,Dine-in,O01185,T10,M005,Menu Item M005,Dessert,1,3.79,1,3.79,R015,Recipe R015,Eggs - 2pcs; Tomato - 100g; Chicken - 200g,3.79,available
P01186,20/05/2025,Credit Card,20/05/2025,Takeout,O01186,T90,M006,Menu Item M006,Main Course,3,17.06,4,68.24,R001,Recipe R001,Sugar - 10g,68.24,dirty
P01187,20/05/2025,Credit Card,20/05/2025,Takeout,O01187,T89,M007,Menu Item M007,Main Course,3,37.79,3,113.37,R002,Recipe R002,Lettuce - 30g; Milk - 200ml; Chicken - 200g,113.37,dirty
P01188,20/05/2025,Online,20/05/2025,Delivery,O01188,T79,M008,Menu Item M008,Main Course,3,19.93,2,39.87,R003,Recipe R003,Eggs - 2pcs; Flour - 100g,39.87,reserved
P01189,20/05/2025,Online,20/05/2025,Delivery,O01189,T60,M009,Menu Item M009,Dessert,1,3.32,1,3.32,R004,Recipe R004,Cheese - 50g; Flour - 100g; Rice - 150g,3.32,reserved
P01190,20/05/2025,Credit Card,20/05/2025,Takeout,O01190,T06,M010,Menu Item M010,Beverage,4,5.28,2,10.56,R005,Recipe R005,Rice - 150g; Eggs - 2pcs; Flour - 100g,10.56,dirty
P01191,20/05/2025,Cash,20/05/2025,Dine-in,O01191,T10,M011,Menu Item M011,Appetizer,2,13.2,2,26.41,R006,Recipe R006,Rice - 150g; Flour - 100g,26.41,dirty
P01192,20/05/2025,Online,20/05/2025,Delivery,O01192,T69,M012,Menu Item M012,Appetizer,2,12.37,1,12.37,R007,Recipe R007,Cheese - 50g; Lettuce - 30g; Butter - 20g,12.37,reserved
P01193,20/05/2025,Credit Card,20/05/2025,Takeout,O01193,T50,M013,Menu Item M013,Beverage,4,3.38,3,10.14,R008,Recipe R008,Eggs - 2pcs; Tomato - 100g,10.14,available
P01194,20/05/2025,Online,20/05/2025,Delivery,O01194,T96,M014,Menu Item M014,Dessert,1,5.5,4,21.98,R009,Recipe R009,Cheese - 50g; Flour - 100g; Salt - 5g,21.98,dirty
P01195,20/05/2025,Online,20/05/2025,Delivery,O01195,T98,M015,Menu Item M015,Main Course,3,24.94,4,99.78,R010,Recipe R010,Cheese - 50g; Rice - 150g; Lettuce - 30g,99.78,reserved
P01196,20/05/2025,Cash,20/05/2025,Dine-in,O01196,T10,M016,Menu Item M016,Dessert,1,6.3,1,6.3,R011,Recipe R011,Eggs - 2pcs; Beef - 250g,6.3,available
P01197,20/05/2025,Cash,20/05/2025,Dine-in,O01197,T10,M017,Menu Item M017,Main Course,3,17.82,2,35.65,R012,Recipe R012,Beef - 250g; Tomato - 100g,35.65,dirty
P01198,20/05/2025,Online,20/05/2025,Delivery,O01198,T22,M018,Menu Item M018,Dessert,1,6.26,3,18.78,R013,Recipe R013,Tomato - 100g; Butter - 20g,18.78,available
P01199,20/05/2025,Online,20/05/2025,Delivery,O01199,T73,M019,Menu Item M019,Dessert,1,9.4,2,18.81,R014,Recipe R014,Flour - 100g,18.81,reserved
P01200,20/05/2025,Credit Card,20/05/2025,Takeout,O01200,T30,M020,Menu Item M020,Dessert,1,9.6,3,28.81,R015,Recipe R015,Milk - 200ml; Eggs - 2pcs; Lettuce - 30g,28.81,dirty
P01201,20/05/2025,Online,20/05/2025,Delivery,O01201,T85,M001,Menu Item M001,Appetizer,2,13.54,4,54.17,R001,Recipe R001,Milk - 200ml; Sugar - 10g,54.17,available
P01202,20/05/2025,Cash,20/05/2025,Dine-in,O01202,T10,M002,Menu Item M002,Dessert,1,6.07,3,18.21,R002,Recipe R002,Chicken - 200g,18.21,dirty
P01203,20/05/2025,Online,20/05/2025,Delivery,O01203,T61,M003,Menu Item M003,Beverage,4,3.72,4,14.86,R003,Recipe R003,Butter - 20g; Beef - 250g; Rice - 150g,14.86,available
P01204,20/05/2025,Credit Card,20/05/2025,Takeout,O01204,T76,M004,Menu Item M004,Appetizer,2,12.65,1,12.65,R004,Recipe R004,Sugar - 10g; Milk - 200ml,12.65,reserved
P01205,20/05/2025,Cash,20/05/2025,Dine-in,O01205,T10,M005,Menu Item M005,Main Course,3,33.84,3,101.53,R005,Recipe R005,Butter - 20g; Rice - 150g; Milk - 200ml,101.53,reserved
P01206,20/05/2025,Cash,20/05/2025,Dine-in,O01206,T10,M006,Menu Item M006,Beverage,4,4.4,2,8.8,R006,Recipe R006,Milk - 200ml; Salt - 5g; Beef - 250g,8.8,dirty
P01207,20/05/2025,Credit Card,20/05/2025,Takeout,O01207,T67,M007,Menu Item M007,Appetizer,2,8.22,4,32.9,R007,Recipe R007,Cheese - 50g; Sugar - 10g; Flour - 100g,32.9,available
P01208,20/05/2025,Credit Card,20/05/2025,Takeout,O01208,T63,M008,Menu Item M008,Dessert,1,9.88,2,19.76,R008,Recipe R008,Tomato - 100g,19.76,dirty
P01209,20/05/2025,Online,20/05/2025,Delivery,O01209,T27,M009,Menu Item M009,Dessert,1,5.28,2,10.57,R009,Recipe R009,Butter - 20g; Lettuce - 30g,10.57,dirty
P01210,20/05/2025,Cash,20/05/2025,Dine-in,O01210,T10,M010,Menu Item M010,Dessert,1,9.27,2,18.54,R010,Recipe R010,Tomato - 100g; Flour - 100g; Chicken - 200g,18.54,available
P01211,20/05/2025,Cash,20/05/2025,Dine-in,O01211,T10,M011,Menu Item M011,Beverage,4,4.16,3,12.47,R011,Recipe R011,Tomato - 100g,12.47,available
P01212,20/05/2025,Online,20/05/2025,Delivery,O01212,T29,M012,Menu Item M012,Appetizer,2,11.59,3,34.77,R012,Recipe R012,Cheese - 50g; Rice - 150g; Tomato - 100g,34.77,available
P01213,20/05/2025,Credit Card,20/05/2025,Takeout,O01213,T71,M013,Menu Item M013,Appetizer,2,13.56,2,27.13,R013,Recipe R013,Lettuce - 30g; Salt - 5g; Milk - 200ml,27.13,reserved
P01214,20/05/2025,Cash,20/05/2025,Dine-in,O01214,T10,M014,Menu Item M014,Beverage,4,4.94,4,19.75,R014,Recipe R014,Eggs - 2pcs; Cheese - 50g; Beef - 250g,19.75,dirty
P01215,20/05/2025,Online,20/05/2025,Delivery,O01215,T75,M015,Menu Item M015,Dessert,1,8.61,4,34.45,R015,Recipe R015,Eggs - 2pcs; Milk - 200ml,34.45,dirty
P01216,20/05/2025,Cash,20/05/2025,Dine-in,O01216,T10,M016,Menu Item M016,Appetizer,2,11.7,1,11.7,R001,Recipe R001,Milk - 200ml; Butter - 20g,11.7,reserved
P01217,20/05/2025,Credit Card,20/05/2025,Takeout,O01217,T25,M017,Menu Item M017,Appetizer,2,6.52,2,13.03,R002,Recipe R002,Sugar - 10g; Butter - 20g,13.03,available
P01218,20/05/2025,Cash,20/05/2025,Dine-in,O01218,T10,M018,Menu Item M018,Beverage,4,3.6,1,3.6,R003,Recipe R003,Butter - 20g; Salt - 5g; Beef - 250g,3.6,reserved
P01219,20/05/2025,Online,20/05/2025,Delivery,O01219,T71,M019,Menu Item M019,Beverage,4,6.07,1,6.07,R004,Recipe R004,Butter - 20g,6.07,reserved
P01220,20/05/2025,Online,20/05/2025,Delivery,O01220,T11,M020,Menu Item M020,Appetizer,2,7.36,2,14.73,R005,Recipe R005,Cheese - 50g,14.73,reserved
P01221,20/05/2025,Cash,20/05/2025,Dine-in,O01221,T10,M001,Menu Item M001,Dessert,1,8.49,1,8.49,R006,Recipe R006,Chicken - 200g; Flour - 100g; Cheese - 50g,8.49,dirty
P01222,20/05/2025,Cash,20/05/2025,Dine-in,O01222,T10,M002,Menu Item M002,Appetizer,2,6.43,3,19.28,R007,Recipe R007,Milk - 200ml; Flour - 100g; Chicken - 200g,19.28,reserved
P01223,20/05/2025,Credit Card,20/05/2025,Takeout,O01223,T07,M003,Menu Item M003,Dessert,1,7.73,2,15.46,R008,Recipe R008,Sugar - 10g; Flour - 100g,15.46,dirty
P01224,20/05/2025,Credit Card,20/05/2025,Takeout,O01224,T41,M004,Menu Item M004,Main Course,3,19.05,1,19.05,R009,Recipe R009,Lettuce - 30g; Butter - 20g,19.05,dirty
P01225,20/05/2025,Credit Card,20/05/2025,Takeout,O01225,T11,M005,Menu Item M005,Appetizer,2,12.17,1,12.17,R010,Recipe R010,Milk - 200ml; Chicken - 200g,12.17,dirty
P01226,20/05/2025,Credit Card,20/05/2025,Takeout,O01226,T35,M006,Menu Item M006,Dessert,1,4.08,1,4.08,R011,Recipe R011,Beef - 250g; Lettuce - 30g; Rice - 150g,4.08,available
P01227,20/05/2025,Credit Card,20/05/2025,Takeout,O01227,T17,M007,Menu Item M007,Beverage,4,4.11,4,16.45,R012,Recipe R012,Cheese - 50g; Eggs - 2pcs,16.45,dirty
P01228,20/05/2025,Cash,20/05/2025,Dine-in,O01228,T10,M008,Menu Item M008,Appetizer,2,6.64,3,19.91,R013,Recipe R013,Cheese - 50g; Sugar - 10g; Rice - 150g,19.91,dirty
P01229,20/05/2025,Credit Card,20/05/2025,Takeout,O01229,T07,M009,Menu Item M009,Main Course,3,36.03,4,144.13,R014,Recipe R014,Butter - 20g; Lettuce - 30g,144.13,available
P01230,20/05/2025,Cash,20/05/2025,Dine-in,O01230,T10,M010,Menu Item M010,Main Course,3,23.72,4,94.86,R015,Recipe R015,Butter - 20g; Sugar - 10g; Beef - 250g,94.86,dirty
P01231,20/05/2025,Cash,20/05/2025,Dine-in,O01231,T10,M011,Menu Item M011,Main Course,3,33.47,3,100.42,R001,Recipe R001,Cheese - 50g; Milk - 200ml,100.42,reserved
P01232,20/05/2025,Cash,20/05/2025,Dine-in,O01232,T10,M012,Menu Item M012,Dessert,1,4.05,1,4.05,R002,Recipe R002,Lettuce - 30g,4.05,reserved
P01233,20/05/2025,Credit Card,20/05/2025,Takeout,O01233,T17,M013,Menu Item M013,Dessert,1,5.33,4,21.32,R003,Recipe R003,Milk - 200ml; Eggs - 2pcs,21.32,dirty
P01234,20/05/2025,Cash,20/05/2025,Dine-in,O01234,T10,M014,Menu Item M014,Beverage,4,5.44,3,16.32,R004,Recipe R004,Cheese - 50g; Tomato - 100g,16.32,available
P01235,20/05/2025,Online,20/05/2025,Delivery,O01235,T32,M015,Menu Item M015,Dessert,1,7.31,1,7.31,R005,Recipe R005,Cheese - 50g,7.31,reserved
P01236,20/05/2025,Cash,20/05/2025,Dine-in,O01236,T10,M016,Menu Item M016,Beverage,4,5.67,1,5.67,R006,Recipe R006,Eggs - 2pcs; Beef - 250g; Flour - 100g,5.67,available
P01237,20/05/2025,Cash,20/05/2025,Dine-in,O01237,T10,M017,Menu Item M017,Main Course,3,20.4,4,81.61,R007,Recipe R007,Cheese - 50g,81.61,available
P01238,20/05/2025,Online,20/05/2025,Delivery,O01238,T93,M018,Menu Item M018,Appetizer,2,10.2,3,30.61,R008,Recipe R008,Eggs - 2pcs,30.61,reserved
P01239,20/05/2025,Online,20/05/2025,Delivery,O01239,T65,M019,Menu Item M019,Main Course,3,33.84,4,135.36,R009,Recipe R009,Rice - 150g; Chicken - 200g; Sugar - 10g,135.36,available
